Order_Number,State_Code,Customer_Name,Order_Date,Status,Product,Category,Brand,Cost,Sales,Quantity,Total_Cost,Total_Sales,Assigned Supervisor,Profit
141603.0,MH,Ranjeet Kumar,03/04/2021,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,1.0,14500.0,18850.0,Vijay Singh,4350.0
141604.0,MH,Sajal Singhal,03/04/2021,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,4.0,3200.0,4160.0,Aadil Khan,960.0
141605.0,MH,Akhilesh Kumar,03/04/2021,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,2.0,1200.0,1560.0,Advika Joshi,360.0
141606.0,MH,Suvankar Chakraborty,03/04/2021,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,4.0,42000.0,54600.0,Ajay Sharma,12600.0
141607.0,MH,Suvankar Adhikary,03/04/2021,Processing,67 TB HDD,HDD,Western Digital,6500.0,8450.0,4.0,26000.0,33800.0,Roshan Kumar,7800.0
141608.0,MH,Rahul Kumar Prajapati,03/04/2021,Delivered,322 GB SSD,SSD,Samsung,4500.0,5850.0,2.0,9000.0,11700.0,Aarvi Gupta,2700.0
141609.0,MH,Sagar Jeur,03/04/2021,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Vijay Singh,7650.0
141610.0,MH,Rhushikesh Mane,03/04/2021,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,Aadil Khan,3750.0
141611.0,MH,Ashish Kumar,03/04/2021,Processing,74 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,Advika Joshi,1050.0
141612.0,MH,Javed Akhter,03/04/2021,Delivered,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,3.0,13500.0,17550.0,Ajay Sharma,4050.0
141613.0,MH,Haridas Balraj,03/04/2021,Shipped,69 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,Roshan Kumar,1890.0
141614.0,MH,Kundan Kumar,03/04/2021,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,1.0,1150.0,1495.0,Aarvi Gupta,345.0
141615.0,MH,Atif Siddiqui,03/04/2021,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,2.0,700.0,910.0,Vijay Singh,210.0
141616.0,MH,Aditya Agarwal,03/04/2021,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,Aadil Khan,2850.0
141617.0,MH,Firdoush Jabee,03/04/2021,Shipped,68 TB HDD,HDD,Western Digital,10000.0,13000.0,1.0,10000.0,13000.0,Advika Joshi,3000.0
141618.0,MH,Jay Prakash Kumar,03/04/2021,Order,578 GB M.2,SSD,Samsung,6500.0,8450.0,3.0,19500.0,25350.0,Ajay Sharma,5850.0
141619.0,MH,Ashish Pandey,03/04/2021,Processing,RYZEN 3rd gen. 3566,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Roshan Kumar,2550.0
141620.0,MH,Ajay Sharma,03/04/2021,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,Aarvi Gupta,4200.0
141621.0,MH,Moinuddin Saifi,03/04/2021,Shipped,82 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,1.0,6550.0,8515.0,Vijay Singh,1965.0
141622.0,MH,Ramkrishna Das Adhikary,03/04/2021,Order,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,2.0,15300.0,19890.0,Aadil Khan,4590.0
141623.0,MH,Ranjeet Mandal,03/04/2021,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,1.0,1150.0,1495.0,Advika Joshi,345.0
141624.0,MH,Ashwini Adsare,03/04/2021,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,Ajay Sharma,255.0
141625.0,MH,Rajesh Variya,03/04/2021,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,2.0,1300.0,1690.0,Roshan Kumar,390.0
141626.0,MH,Amit Singh,03/04/2021,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,1.0,7500.0,9750.0,Aarvi Gupta,2250.0
141627.0,MH,Vinod Mehta,03/04/2021,Processing,68 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,Vijay Singh,3000.0
141628.0,MH,Jignesh Mhatre,03/04/2021,Delivered,67 TB SSD,SSD,Samsung,10500.0,13650.0,4.0,42000.0,54600.0,Aadil Khan,12600.0
141629.0,MH,Rahul Kashyap,03/04/2021,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Advika Joshi,2550.0
141630.0,MH,Mohammed Abdul Kaleem,03/04/2021,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,Ajay Sharma,2100.0
141631.0,MH,Chandrakant Kasbe,03/04/2021,Processing,70 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,1.0,1680.0,2184.0,Roshan Kumar,504.0
141632.0,MH,Rohan Kale,03/04/2021,Delivered,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,2.0,13080.0,17004.0,Aarvi Gupta,3924.0
141633.0,MH,Aniruddha Kekapure,03/04/2021,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,Vijay Singh,3216.0
141634.0,MH,Aslam Raza,03/04/2021,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,1.0,8250.0,10725.0,Aadil Khan,2475.0
141635.0,MH,Roshan Zameer,03/04/2021,Processing,74 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,Advika Joshi,3180.0
141636.0,MH,Rakesh Kumar Sharma,03/04/2021,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,2.0,25100.0,32630.0,Ajay Sharma,7530.0
141637.0,MH,Shivanand Sahani,03/04/2021,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,Ajay Sharma,13050.0
141638.0,MH,Kunal Patra,03/04/2021,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,3.0,2400.0,3120.0,Roshan Kumar,720.0
141639.0,MH,Bijendra,03/04/2021,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,2.0,1200.0,1560.0,Aarvi Gupta,360.0
141640.0,MH,Kranti Bheke,03/04/2021,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,4.0,42000.0,54600.0,Vijay Singh,12600.0
141641.0,MH,Jagdeep,03/04/2021,Shipped,68 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Aadil Khan,3900.0
141642.0,MH,Adhir Samal,03/04/2021,Order,323 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,Advika Joshi,4050.0
141643.0,MH,Dannana Jhammi,03/04/2021,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Ajay Sharma,7650.0
141644.0,MH,Vipin Kumar,03/04/2021,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,4.0,50000.0,65000.0,Roshan Kumar,15000.0
141645.0,MH,Ranjeet Kumar,03/04/2021,Shipped,75 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,Aarvi Gupta,1050.0
141646.0,MH,Sajal Singhal,03/04/2021,Order,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,Vijay Singh,1350.0
141647.0,MH,Akhilesh Kumar,03/04/2021,Processing,70 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,4.0,8400.0,10920.0,Aadil Khan,2520.0
141648.0,MH,Suvankar Chakraborty,03/04/2021,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,1.0,1150.0,1495.0,Advika Joshi,345.0
141649.0,MH,Suvankar Adhikary,03/04/2021,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,Ajay Sharma,420.0
141650.0,MH,Rahul Kumar Prajapati,03/04/2021,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,Roshan Kumar,2850.0
141651.0,MH,Sagar Jeur,03/04/2021,Processing,69 TB HDD,HDD,Western Digital,10000.0,13000.0,3.0,30000.0,39000.0,Aarvi Gupta,9000.0
141652.0,MH,Rhushikesh Mane,03/04/2021,Delivered,579 GB M.2,SSD,Samsung,6500.0,8450.0,3.0,19500.0,25350.0,Vijay Singh,5850.0
141653.0,MH,Ashish Kumar,03/04/2021,Shipped,RYZEN 3rd gen. 3567,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Aadil Khan,5100.0
141654.0,MH,Javed Akhter,03/04/2021,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,Advika Joshi,2100.0
141655.0,MH,Haridas Balraj,03/04/2021,Processing,83 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,Ajay Sharma,5895.0
141656.0,MH,Kundan Kumar,03/04/2021,Delivered,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,1.0,7650.0,9945.0,Roshan Kumar,2295.0
141657.0,MH,Atif Siddiqui,03/04/2021,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,Aarvi Gupta,1380.0
141658.0,MH,Aditya Agarwal,03/04/2021,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,Vijay Singh,255.0
141659.0,MH,Firdoush Jabee,03/04/2021,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,3.0,1950.0,2535.0,Aadil Khan,585.0
141660.0,MH,Jay Prakash Kumar,03/04/2021,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,Advika Joshi,4500.0
141661.0,MH,Ashish Pandey,03/04/2021,Shipped,69 TB HDD,HDD,Seagate,10000.0,13000.0,2.0,20000.0,26000.0,Ajay Sharma,6000.0
141662.0,MH,Ajay Sharma,03/04/2021,Order,68 TB SSD,SSD,Samsung,10500.0,13650.0,1.0,10500.0,13650.0,Roshan Kumar,3150.0
141663.0,MH,Moinuddin Saifi,03/04/2021,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Aarvi Gupta,5100.0
141664.0,MH,Ramkrishna Das Adhikary,03/04/2021,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,Vijay Singh,6300.0
141665.0,MH,Ranjeet Mandal,03/04/2021,Shipped,71 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,3.0,5040.0,6552.0,Aadil Khan,1512.0
141666.0,MH,Ashwini Adsare,03/04/2021,Order,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,1.0,6540.0,8502.0,Advika Joshi,1962.0
141667.0,MH,Rajesh Variya,03/04/2021,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,2.0,5360.0,6968.0,Ajay Sharma,1608.0
141668.0,MH,Amit Singh,03/04/2021,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,1.0,8250.0,10725.0,Roshan Kumar,2475.0
141669.0,MH,Vinod Mehta,03/04/2021,Shipped,75 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,3.0,7950.0,10335.0,Aarvi Gupta,2385.0
141670.0,MH,Jignesh Mhatre,03/04/2021,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,4.0,50200.0,65260.0,Vijay Singh,15060.0
141671.0,MH,Rahul Kashyap,03/04/2021,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,Aadil Khan,8700.0
141672.0,MH,Mohammed Abdul Kaleem,03/04/2021,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,4.0,3200.0,4160.0,Advika Joshi,960.0
141673.0,MH,Chandrakant Kasbe,03/04/2021,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,2.0,1200.0,1560.0,Ajay Sharma,360.0
141674.0,MH,Rohan Kale,03/04/2021,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,Roshan Kumar,3150.0
141675.0,MH,Aniruddha Kekapure,03/04/2021,Processing,69 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Aarvi Gupta,3900.0
141676.0,MH,Aslam Raza,03/04/2021,Delivered,324 GB SSD,SSD,Samsung,4500.0,5850.0,1.0,4500.0,5850.0,Vijay Singh,1350.0
141677.0,MH,Roshan Zameer,03/04/2021,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Aadil Khan,10200.0
141678.0,MH,Rakesh Kumar Sharma,03/04/2021,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,Advika Joshi,3750.0
141679.0,MH,Shivanand Sahani,03/04/2021,Processing,76 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,4.0,14000.0,18200.0,Ajay Sharma,4200.0
141680.0,MH,Kunal Patra,03/04/2021,Delivered,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,3.0,13500.0,17550.0,Roshan Kumar,4050.0
141681.0,MH,Bijendra,03/04/2021,Shipped,71 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,Aarvi Gupta,1890.0
141682.0,MH,Kranti Bheke,03/04/2021,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,Vijay Singh,1380.0
141683.0,MH,Jagdeep,03/04/2021,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,2.0,700.0,910.0,Aadil Khan,210.0
141684.0,MH,Adhir Samal,03/04/2021,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,2.0,19000.0,24700.0,Advika Joshi,5700.0
141685.0,MH,Dannana Jhammi,03/04/2021,Shipped,70 TB HDD,HDD,Western Digital,10000.0,13000.0,1.0,10000.0,13000.0,Ajay Sharma,3000.0
141686.0,MH,Vipin Kumar,03/04/2021,Order,580 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,Roshan Kumar,1950.0
141687.0,MH,Ranjeet Kumar,03/04/2021,Processing,RYZEN 3rd gen. 3568,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Aarvi Gupta,5100.0
141688.0,MH,Sajal Singhal,03/04/2021,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Vijay Singh,8400.0
141689.0,MH,Akhilesh Kumar,03/04/2021,Shipped,84 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,Aadil Khan,5895.0
141690.0,MH,Suvankar Chakraborty,03/04/2021,Order,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,Advika Joshi,6885.0
141691.0,MH,Suvankar Adhikary,03/04/2021,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,Ajay Sharma,1380.0
141692.0,MH,Rahul Kumar Prajapati,03/04/2021,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,Roshan Kumar,255.0
141693.0,MH,Sagar Jeur,03/04/2021,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,1.0,650.0,845.0,Aarvi Gupta,195.0
141694.0,MH,Rhushikesh Mane,03/04/2021,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,4.0,30000.0,39000.0,Vijay Singh,9000.0
141695.0,MH,Ashish Kumar,03/04/2021,Processing,70 TB HDD,HDD,Seagate,10000.0,13000.0,2.0,20000.0,26000.0,Aadil Khan,6000.0
141696.0,MH,Javed Akhter,03/04/2021,Delivered,69 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,Advika Joshi,9450.0
141697.0,MH,Haridas Balraj,03/04/2021,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Ajay Sharma,5100.0
141698.0,MH,Kundan Kumar,03/04/2021,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,Roshan Kumar,2100.0
141699.0,MH,Atif Siddiqui,03/04/2021,Processing,72 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,4.0,6720.0,8736.0,Aarvi Gupta,2016.0
141700.0,MH,Aditya Agarwal,03/04/2021,Delivered,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,1.0,6540.0,8502.0,Vijay Singh,1962.0
141701.0,MH,Firdoush Jabee,03/04/2021,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,Aadil Khan,3216.0
141702.0,MH,Jay Prakash Kumar,03/04/2021,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,4.0,33000.0,42900.0,Advika Joshi,9900.0
141703.0,MH,Ashish Pandey,03/04/2021,Processing,76 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,Ajay Sharma,795.0
141704.0,MH,Ajay Sharma,03/04/2021,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,3.0,37650.0,48945.0,Roshan Kumar,11295.0
141705.0,MH,Moinuddin Saifi,03/04/2021,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,1.0,14500.0,18850.0,Aarvi Gupta,4350.0
141706.0,MH,Ramkrishna Das Adhikary,03/04/2021,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,4.0,3200.0,4160.0,Vijay Singh,960.0
141707.0,MH,Ranjeet Mandal,03/04/2021,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,2.0,1200.0,1560.0,Aadil Khan,360.0
141708.0,MH,Ashwini Adsare,03/04/2021,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,Advika Joshi,3150.0
141709.0,MH,Rajesh Variya,03/04/2021,Shipped,70 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Ajay Sharma,3900.0
141710.0,MH,Amit Singh,03/04/2021,Order,325 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,Roshan Kumar,4050.0
141711.0,MH,Vinod Mehta,03/04/2021,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,Aarvi Gupta,10200.0
141712.0,MH,Jignesh Mhatre,03/04/2021,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,4.0,50000.0,65000.0,Vijay Singh,15000.0
141713.0,MH,Rahul Kashyap,03/04/2021,Shipped,77 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,4.0,14000.0,18200.0,Aadil Khan,4200.0
141714.0,MH,Mohammed Abdul Kaleem,03/04/2021,Order,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,2.0,9000.0,11700.0,Advika Joshi,2700.0
141715.0,MH,Chandrakant Kasbe,03/04/2021,Processing,72 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,Ajay Sharma,1890.0
141716.0,MH,Rohan Kale,03/04/2021,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,2.0,2300.0,2990.0,Roshan Kumar,690.0
141717.0,MH,Aniruddha Kekapure,03/04/2021,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,1.0,350.0,455.0,Aarvi Gupta,105.0
141718.0,MH,Aslam Raza,03/04/2021,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,4.0,38000.0,49400.0,Vijay Singh,11400.0
141719.0,MH,Roshan Zameer,03/04/2021,Processing,71 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,Aadil Khan,6000.0
141720.0,MH,Rakesh Kumar Sharma,03/04/2021,Delivered,581 GB M.2,SSD,Samsung,6500.0,8450.0,2.0,13000.0,16900.0,Advika Joshi,3900.0
141721.0,MH,Shivanand Sahani,03/04/2021,Shipped,RYZEN 3rd gen. 3569,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Ajay Sharma,5100.0
141722.0,MH,Kunal Patra,03/04/2021,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,Roshan Kumar,4200.0
141723.0,MH,Bijendra,03/04/2021,Processing,85 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,1.0,6550.0,8515.0,Aarvi Gupta,1965.0
141724.0,MH,Kranti Bheke,03/04/2021,Delivered,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,1.0,7650.0,9945.0,Vijay Singh,2295.0
141725.0,MH,Jagdeep,03/04/2021,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,3.0,3450.0,4485.0,Aadil Khan,1035.0
141726.0,MH,Adhir Samal,03/04/2021,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,Advika Joshi,255.0
141727.0,MH,Dannana Jhammi,03/04/2021,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,2.0,1300.0,1690.0,Ajay Sharma,390.0
141728.0,MH,Vipin Kumar,03/04/2021,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,1.0,7500.0,9750.0,Roshan Kumar,2250.0
141729.0,MH,Ranjeet Kumar,03/04/2021,Shipped,71 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,Aarvi Gupta,3000.0
141730.0,MH,Sajal Singhal,03/04/2021,Order,70 TB SSD,SSD,Samsung,10500.0,13650.0,1.0,10500.0,13650.0,Vijay Singh,3150.0
141731.0,MH,Akhilesh Kumar,03/04/2021,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,Aadil Khan,2550.0
141732.0,MH,Suvankar Chakraborty,03/04/2021,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,Advika Joshi,6300.0
141733.0,MH,Suvankar Adhikary,03/04/2021,Shipped,73 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,3.0,5040.0,6552.0,Ajay Sharma,1512.0
141734.0,MH,Rahul Kumar Prajapati,03/04/2021,Order,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,3.0,19620.0,25506.0,Roshan Kumar,5886.0
141735.0,MH,Sagar Jeur,03/04/2021,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,3.0,8040.0,10452.0,Aarvi Gupta,2412.0
141736.0,MH,Rhushikesh Mane,03/04/2021,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,Vijay Singh,4950.0
141737.0,MH,Ashish Kumar,03/04/2021,Shipped,77 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,Aadil Khan,3180.0
141738.0,MH,Javed Akhter,03/04/2021,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,1.0,12550.0,16315.0,Advika Joshi,3765.0
141739.0,MH,Haridas Balraj,03/04/2021,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,Ajay Sharma,13050.0
141740.0,MH,Kundan Kumar,03/04/2021,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,4.0,3200.0,4160.0,Roshan Kumar,960.0
141741.0,MH,Atif Siddiqui,03/04/2021,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,2.0,1200.0,1560.0,Aarvi Gupta,360.0
141742.0,MH,Aditya Agarwal,03/04/2021,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,Vijay Singh,6300.0
141743.0,MH,Firdoush Jabee,03/04/2021,Processing,71 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,Aadil Khan,3900.0
141744.0,MH,Jay Prakash Kumar,03/04/2021,Delivered,326 GB SSD,SSD,Samsung,4500.0,5850.0,4.0,18000.0,23400.0,Advika Joshi,5400.0
141745.0,MH,Ashish Pandey,03/04/2021,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,Ajay Sharma,7650.0
141746.0,MH,Ajay Sharma,03/04/2021,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,Roshan Kumar,7500.0
141747.0,MH,Moinuddin Saifi,03/04/2021,Processing,78 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,2.0,7000.0,9100.0,Aarvi Gupta,2100.0
141748.0,MH,Ramkrishna Das Adhikary,03/04/2021,Delivered,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,4.0,18000.0,23400.0,Vijay Singh,5400.0
141749.0,MH,Ranjeet Mandal,03/04/2021,Shipped,73 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,1.0,2100.0,2730.0,Aadil Khan,630.0
141750.0,MH,Ashwini Adsare,03/04/2021,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,2.0,2300.0,2990.0,Advika Joshi,690.0
141751.0,MH,Rajesh Variya,03/04/2021,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,2.0,700.0,910.0,Ajay Sharma,210.0
141752.0,MH,Amit Singh,03/04/2021,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,2.0,19000.0,24700.0,Roshan Kumar,5700.0
141753.0,MH,Vinod Mehta,03/04/2021,Shipped,72 TB HDD,HDD,Western Digital,10000.0,13000.0,4.0,40000.0,52000.0,Aarvi Gupta,12000.0
141754.0,MH,Jignesh Mhatre,03/04/2021,Order,582 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,Vijay Singh,1950.0
141755.0,MH,Rahul Kashyap,03/04/2021,Processing,RYZEN 3rd gen. 3570,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,Aadil Khan,5100.0
141756.0,MH,Mohammed Abdul Kaleem,03/04/2021,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,Advika Joshi,8400.0
141757.0,MH,Chandrakant Kasbe,03/04/2021,Shipped,86 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,Ajay Sharma,5895.0
141758.0,MH,Rohan Kale,03/04/2021,Order,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,1.0,7650.0,9945.0,Roshan Kumar,2295.0
141759.0,MH,Aniruddha Kekapure,04/04/2021,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,Aarvi Gupta,1380.0
141760.0,MH,Aslam Raza,05/04/2021,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,1.0,850.0,1105.0,Vijay Singh,255.0
141761.0,MH,Roshan Zameer,06/04/2021,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,2.0,1300.0,1690.0,Aadil Khan,390.0
141762.0,MH,Rakesh Kumar Sharma,07/04/2021,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,4.0,30000.0,39000.0,Advika Joshi,9000.0
